-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
16,0.42857142857142855,0.2857142857142857,0.0,0.5,0.7,0.0,0.0,0.8,0.5,0.5,0.8333333333333334,0.0,1.0,0.09523809523809523,0.45652173913043476,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21064104790014856,-1
17,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.3,0.4,1.0,1.0,0.9,0.8333333333333334,0.25,1.0,0.0,1.0,0.14285714285714285,0.8369565217391305,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21066033913999657,-1
18,0.5714285714285714,0.0,0.6666666666666666,0.3,0.2,1.0,1.0,0.7,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.047619047619047616,0.5434782608695652,0.01020408163265306,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21066033913999657,1
19,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.2,0.2,1.0,1.0,0.7,0.3333333333333333,0.25,1.0,0.0,1.0,0.047619047619047616,0.6521739130434783,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21093041649786834,-1
20,1.0,0.5714285714285714,0.3333333333333333,0.8,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,0.0,1.0,0.09523809523809523,0.33695652173913043,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21093041649786834,-1
21,0.42857142857142855,0.2857142857142857,0.6666666666666666,0.7,1.0,1.0,1.0,0.8,0.5,0.0,1.0,0.0,1.0,0.09523809523809523,0.75,0.02040816326530612,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21094970773771635,1
22,0.5714285714285714,0.0,0.3333333333333333,0.8,0.5,0.0,1.0,0.8,1.0,0.25,0.8333333333333334,0.0,1.0,0.09523809523809523,0.8695652173913043,0.02040816326530612,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21106545517680428,-1
23,0.42857142857142855,0.2857142857142857,0.6666666666666666,0.5,0.3,1.0,1.0,0.6,0.5,0.5,0.6666666666666666,0.0,0.8,0.14285714285714285,0.8152173913043478,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21108474641665217,1
24,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.0,0.0,1.0,1.0,0.9,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,0.41304347826086957,0.05102040816326531,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2111040376565002,-1
25,0.8571428571428571,0.14285714285714285,0.6666666666666666,0.7,0.6,0.0,1.0,0.8,0.6666666666666666,0.25,0.6666666666666666,0.0,0.4,0.14285714285714285,0.8586956521739131,0.02040816326530612,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2111040376565002,1
26,0.7142857142857143,0.14285714285714285,0.6666666666666666,0.7,0.6,0.0,1.0,0.5,0.16666666666666666,0.5,1.0,0.0,0.6,0.09523809523809523,0.7391304347826086,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2111040376565002,1
27,1.0,0.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.0,1.0,0.09523809523809523,0.6086956521739131,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2111040376565002,-1
28,0.2857142857142857,0.0,1.0,0.6,0.5,0.0,1.0,0.9,0.8333333333333334,0.0,1.0,0.0,1.0,0.14285714285714285,0.8369565217391305,0.02040816326530612,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21112332889634822,1
29,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.5,0.1,1.0,1.0,0.6,1.0,0.25,0.8333333333333334,0.0,1.0,0.14285714285714285,0.8478260869565217,0.02040816326530612,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21143198873391592,-1
30,1.0,0.2857142857142857,0.3333333333333333,0.7,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.6,0.19047619047619047,0.6739130434782609,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21143198873391592,-1
31,1.0,0.2857142857142857,0.6666666666666666,0.9,0.9,1.0,1.0,0.5,0.5,0.0,0.8333333333333334,0.0,1.0,0.19047619047619047,0.8695652173913043,0.02040816326530612,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21148986245345985,1
32,1.0,0.14285714285714285,0.3333333333333333,0.5,0.5,1.0,1.0,0.9,0.5,0.25,1.0,0.0,1.0,0.09523809523809523,0.6304347826086957,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2115091536933079,-1
33,1.0,0.14285714285714285,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.047619047619047616,0.44565217391304346,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2115091536933079,1
34,1.0,1.0,0.3333333333333333,0.7,0.5,0.0,1.0,0.6,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.09523809523809523,0.34782608695652173,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2115284449331559,-1
35,1.0,0.2857142857142857,0.0,0.4,0.4,1.0,1.0,1.0,0.6666666666666666,0.25,1.0,0.0,1.0,0.09523809523809523,0.5652173913043478,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21154773617300382,-1
36,0.5714285714285714,0.0,1.0,0.5,0.6,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.8,0.14285714285714285,0.8152173913043478,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21156702741285185,1
37,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.2,0.0,0.0,1.0,0.9,0.8333333333333334,0.0,1.0,0.0,0.8,0.0,0.532608695652174,0.05102040816326531,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21158631865269986,-1
38,0.7142857142857143,0.14285714285714285,0.6666666666666666,0.0,0.0,1.0,1.0,0.8,0.8333333333333334,0.25,1.0,0.0,1.0,0.09523809523809523,0.42391304347826086,0.01020408163265306,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21187568725041964,1
39,0.8571428571428571,0.2857142857142857,0.6666666666666666,0.4,0.3,1.0,1.0,0.7,0.6666666666666666,0.25,0.16666666666666666,0.0,1.0,0.14285714285714285,0.717391304347826,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21187568725041964,1
40,0.8571428571428571,0.42857142857142855,0.3333333333333333,0.3,0.2,1.0,1.0,0.5,0.3333333333333333,0.75,0.0,0.0,1.0,0.0,0.40217391304347827,0.05102040816326531,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21187568725041964,-1
41,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.7,1.0,0.25,0.8333333333333334,0.0,0.8,0.14285714285714285,0.6304347826086957,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2119528522098115,-1
42,0.8571428571428571,0.2857142857142857,0.6666666666666666,0.5,0.3,1.0,1.0,0.8,0.6666666666666666,0.75,1.0,0.0,1.0,0.14285714285714285,0.6956521739130435,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2119528522098115,1
43,1.0,0.2857142857142857,0.6666666666666666,0.7,0.0,1.0,1.0,0.7,0.5,0.5,1.0,0.0,0.8,0.047619047619047616,0.3695652173913043,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21197214344965953,1
44,0.7142857142857143,0.2857142857142857,0.0,0.6,0.8,0.0,1.0,0.9,0.5,0.25,1.0,0.0,1.0,0.14285714285714285,0.42391304347826086,0.01020408163265306,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21197214344965953,-1
45,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.4,0.8333333333333334,1.0,0.5,0.0,1.0,0.09523809523809523,0.391304347826087,0.030612244897959183,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21199143468950754,1
46,1.0,0.42857142857142855,0.0,0.6,0.0,1.0,0.0,1.0,0.8333333333333334,0.5,0.0,0.0,1.0,0.047619047619047616,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21199143468950754,-1
47,0.5714285714285714,0.2857142857142857,0.0,1.0,1.0,1.0,1.0,0.7,0.6666666666666666,0.25,0.0,0.0,0.4,0.14285714285714285,0.6847826086956522,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21199143468950754,-1
48,0.5714285714285714,0.14285714285714285,0.3333333333333333,0.5,0.5,1.0,1.0,0.8,1.0,0.25,0.0,0.0,1.0,0.14285714285714285,0.6739130434782609,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21201072592935546,-1
49,1.0,0.0,0.6666666666666666,0.6,0.5,1.0,1.0,0.7,0.8333333333333334,0.25,1.0,0.0,0.2,0.14285714285714285,0.8043478260869565,0.01020408163265306,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21201072592935546,1
50,1.0,0.14285714285714285,0.6666666666666666,0.6,0.5,0.0,1.0,0.8,0.6666666666666666,0.25,0.6666666666666666,0.0,0.2,0.047619047619047616,0.8478260869565217,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21201072592935546,1
51,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.5,0.6,0.0,1.0,0.8,1.0,0.25,1.0,0.0,1.0,0.09523809523809523,0.5869565217391305,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21203001716920347,-1
52,0.42857142857142855,0.2857142857142857,0.0,0.1,0.3,1.0,1.0,0.7,0.16666666666666666,0.25,1.0,0.0,1.0,0.0,0.5108695652173914,0.05102040816326531,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21203001716920347,-1
53,1.0,0.14285714285714285,0.0,0.3,0.0,0.0,1.0,0.7,0.6666666666666666,0.25,0.0,0.0,0.8,0.14285714285714285,0.6630434782608695,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21203001716920347,-1
54,0.7142857142857143,0.2857142857142857,0.3333333333333333,0.2,0.6,1.0,0.0,0.8,0.5,0.5,1.0,0.0,1.0,0.19047619047619047,0.6739130434782609,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21203001716920347,-1
55,0.5714285714285714,0.2857142857142857,1.0,0.5,0.1,0.0,1.0,0.9,0.6666666666666666,0.75,0.0,0.0,0.8,0.09523809523809523,0.358695652173913,0.0,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2120493084090515,1
56,0.7142857142857143,0.0,0.6666666666666666,0.7,0.6,1.0,1.0,0.6,0.6666666666666666,0.0,0.8333333333333334,0.0,0.2,0.14285714285714285,0.717391304347826,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21206859964889943,1
57,1.0,0.0,0.6666666666666666,0.3,0.2,1.0,1.0,0.7,0.6666666666666666,0.0,1.0,0.0,1.0,0.09523809523809523,0.8804347826086957,0.02040816326530612,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21233867700677128,1
58,0.8571428571428571,0.5714285714285714,0.0,0.9,0.6,1.0,1.0,0.8,0.8333333333333334,0.0,0.8333333333333334,0.0,0.2,0.14285714285714285,0.717391304347826,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21245442444585919,-1
59,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.6,0.7,1.0,1.0,0.3,0.6666666666666666,0.25,0.0,0.0,0.8,0.047619047619047616,0.34782608695652173,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21253158940525105,-1
60,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.5,0.7,0.0,1.0,0.9,0.8333333333333334,0.5,1.0,0.0,1.0,0.14285714285714285,0.8369565217391305,0.02040816326530612,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127823755232749,-1
61,0.8571428571428571,0.0,0.3333333333333333,0.8,0.8,0.0,1.0,0.7,1.0,0.5,0.16666666666666666,0.0,1.0,0.14285714285714285,0.8478260869565217,0.02040816326530612,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127823755232749,-1
62,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.2,0.2,1.0,1.0,0.8,0.6666666666666666,0.25,0.8333333333333334,0.0,0.8,0.14285714285714285,0.7717391304347826,0.01020408163265306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21280166676312293,-1
63,0.2857142857142857,0.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.7,0.6666666666666666,0.5,1.0,0.0,0.2,0.2857142857142857,0.6521739130434783,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21291741420221083,-1
64,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.1,0.0,0.0,1.0,0.9,1.0,0.25,1.0,0.0,1.0,0.047619047619047616,0.6956521739130435,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21378551999537015,1
65,0.14285714285714285,0.14285714285714285,0.0,0.4,0.5,0.0,0.0,0.8,0.8333333333333334,0.5,1.0,1.0,1.0,0.09523809523809523,0.6630434782608695,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141520535524818,-1
66,0.8571428571428571,0.14285714285714285,1.0,0.5,0.5,1.0,1.0,0.8,0.16666666666666666,0.25,0.8333333333333334,0.0,0.8,0.14285714285714285,0.42391304347826086,0.01020408163265306,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2141520535524818,1
67,0.8571428571428571,0.2857142857142857,0.0,0.5,0.9,1.0,1.0,0.8,0.8333333333333334,0.25,0.0,0.0,1.0,0.047619047619047616,0.391304347826087,0.01020408163265306,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21417134479232983,-1
68,0.42857142857142855,0.0,0.0,0.4,0.6,1.0,1.0,0.5,0.8333333333333334,0.25,0.0,0.0,1.0,0.0,0.5434782608695652,0.05102040816326531,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21426780099156972,-1
69,0.7142857142857143,0.2857142857142857,0.0,0.5,0.4,0.0,1.0,0.8,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.19047619047619047,0.4782608695652174,0.02040816326530612,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21426780099156972,-1
70,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.4,0.6,0.0,0.0,0.7,0.5,0.25,0.5,0.0,1.0,0.0,0.5,0.05102040816326531,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428709223141773,-1
71,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09523809523809523,0.5978260869565217,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428709223141773,-1
72,0.8571428571428571,0.2857142857142857,0.3333333333333333,0.2,0.4,0.0,1.0,0.8,0.6666666666666666,0.25,1.0,0.0,1.0,0.09523809523809523,0.5108695652173914,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21430638347126574,-1
73,1.0,0.0,1.0,0.8,0.2,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,0.8,0.09523809523809523,0.717391304347826,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21432567471111366,1
74,1.0,0.2857142857142857,0.6666666666666666,0.6,1.0,1.0,1.0,0.8,1.0,0.25,0.6666666666666666,0.0,1.0,0.19047619047619047,0.8804347826086957,0.030612244897959183,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143449659509617,1
75,0.5714285714285714,0.0,1.0,0.5,0.3,1.0,1.0,1.0,0.8333333333333334,0.5,1.0,0.0,1.0,0.047619047619047616,0.7717391304347826,0.01020408163265306,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143642571908097,1
76,0.7142857142857143,0.14285714285714285,0.6666666666666666,0.5,0.4,1.0,1.0,0.5,0.6666666666666666,0.25,1.0,0.0,1.0,0.09523809523809523,0.8043478260869565,0.01020408163265306,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143642571908097,1
77,0.7142857142857143,0.2857142857142857,0.6666666666666666,0.4,0.4,1.0,1.0,1.0,0.5,0.25,0.16666666666666666,0.0,1.0,0.047619047619047616,0.30434782608695654,0.030612244897959183,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21465362578852948,1
78,0.0,0.14285714285714285,0.3333333333333333,0.5,0.6,0.0,1.0,0.7,0.6666666666666666,0.25,1.0,0.0,1.0,0.09523809523809523,0.5217391304347826,0.030612244897959183,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21473079074792134,-1
79,0.0,0.2857142857142857,0.3333333333333333,0.5,0.6,0.0,1.0,0.8,0.0,0.5,1.0,0.0,1.0,0.09523809523809523,0.5543478260869565,0.01020408163265306,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21476937322761738,-1
80,0.5714285714285714,0.0,0.3333333333333333,0.8,0.8,0.0,1.0,1.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.047619047619047616,0.7934782608695652,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21480795570731331,-1
81,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.8,0.9,1.0,1.0,0.9,0.6666666666666666,0.25,0.0,0.0,0.8,0.23809523809523808,0.6304347826086957,0.02040816326530612,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21480795570731331,-1
82,0.5714285714285714,0.2857142857142857,0.0,0.2,0.0,1.0,0.0,1.0,0.8333333333333334,0.5,1.0,0.0,1.0,0.14285714285714285,0.6521739130434783,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21482724694716135,-1
83,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.8,0.5,0.0,1.0,0.9,0.6666666666666666,0.25,0.8333333333333334,0.0,1.0,0.09523809523809523,0.8695652173913043,0.02040816326530612,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21482724694716135,-1
